OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,Unnamed: 0,TOTAL_POP,NH_WHITE,NH_BLACK,NH_NATIVE,NH_ASIAN,NH_HAWAIIAN,NH_OTHER_RACE,NH_TWO_OR_MORE,NH_HISPANIC_LATINO,US_BORN,NATURALIZED,NON_CITIZEN,TOTAL_HOUSING,OWNER_OCCUPIED,RENTER_OCCUPIED,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85+,MALE,FEMALE,ED_POP_25+,LESS_THAN_9TH,LESS_THAN_HS,HS_OR_GED,SOME_COLLEGE,ASSOCIATES,BACHELORS,GRAD_OR_PROFESSIONAL,HEALTH_COVERAGE_POP,INSURED,UNINSURED,MEDIAN_INCOME,LABOR_FORCE_POP_16+,EMPLOYED,UNEMPLOYED,BUSINESS,SERVICE,SALES_OFFICE,CONSTRUCTION_MAINTENANCE,PRODUCTION_TRANSPORTATION,LANGUAGE_POP_5+,ENGLISH_ONLY,OTHER_LANGUAGE,OTHER_LANGUAGE_POOR_ENGLISH,MEDIAN_INCOME_2,2_ppl_fam,3_to_4_ppl_fam,5_to_6_ppl_fam,GT_7_ppl_fam,avg_ppl_per_household,TractFIPS,PHLTH_CrudePrev,MHLTH_CrudePrev,DIABETES_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CHD_CrudePrev,OBESITY_CrudePrev,tracts_meters,COMMUNITY,cases,case_rate,deaths,death_rate,Date,Cases_1,Case_Rat_1,Deaths_1,Death_Ra_1,COVID19__2,intersect_meters,intersect_Shape_Leng,intersect_Shape_Area,intersect_Unnamed: 0,intersect_TOTAL_POP,intersect_NH_WHITE,intersect_NH_BLACK,intersect_NH_NATIVE,intersect_NH_ASIAN,intersect_NH_HAWAIIAN,intersect_NH_OTHER_RACE,intersect_NH_TWO_OR_MORE,intersect_NH_HISPANIC_LATINO,intersect_US_BORN,intersect_NATURALIZED,intersect_NON_CITIZEN,intersect_TOTAL_HOUSING,intersect_OWNER_OCCUPIED,intersect_RENTER_OCCUPIED,intersect_AGE_55_59,intersect_AGE_60_64,intersect_AGE_65_74,intersect_AGE_75_84,intersect_AGE_85+,intersect_MALE,intersect_FEMALE,intersect_ED_POP_25+,intersect_LESS_THAN_9TH,intersect_LESS_THAN_HS,intersect_HS_OR_GED,intersect_SOME_COLLEGE,intersect_ASSOCIATES,intersect_BACHELORS,intersect_GRAD_OR_PROFESSIONAL,intersect_HEALTH_COVERAGE_POP,intersect_INSURED,intersect_UNINSURED,intersect_MEDIAN_INCOME,intersect_LABOR_FORCE_POP_16+,intersect_EMPLOYED,intersect_UNEMPLOYED,intersect_BUSINESS,intersect_SERVICE,intersect_SALES_OFFICE,intersect_CONSTRUCTION_MAINTENANCE,intersect_PRODUCTION_TRANSPORTATION,intersect_LANGUAGE_POP_5+,intersect_ENGLISH_ONLY,intersect_OTHER_LANGUAGE,intersect_OTHER_LANGUAGE_POOR_ENGLISH,intersect_MEDIAN_INCOME_2,intersect_2_ppl_fam,intersect_3_to_4_ppl_fam,intersect_5_to_6_ppl_fam,intersect_GT_7_ppl_fam,intersect_avg_ppl_per_household,intersect_TractFIPS,intersect_PHLTH_CrudePrev,intersect_MHLTH_CrudePrev,intersect_DIABETES_CrudePrev,intersect_CASTHMA_CrudePrev,intersect_BPHIGH_CrudePrev,intersect_CHD_CrudePrev,intersect_OBESITY_CrudePrev
470,06,037,132900,06037132900,1329,Census Tract 1329,G5020,S,1184831.0,9256.0,+34.1828565,-118.5282202,0.0566426117728,0.000116773272,994.0,3679.0,2222.0,82.0,0.0,411.0,0.0,0.0,168.0,796.0,2271.0,808.0,561.0,1299.0,823.0,476.0,318.0,268.0,379.0,160.0,84.0,1767.0,1912.0,2736.0,141.0,169.0,648.0,643.0,154.0,671.0,310.0,3679.0,3451.0,228.0,80202.0,1990.0,1865.0,125.0,1022.0,208.0,441.0,79.0,115.0,249.0,1843.0,1628.0,652.0,80202.0,426.0,366.0,71.0,26.0,2.81,6037132900.0,11.8,12.1,8.9,9.2,26.9,5.5,23.3,1194095.6845468378,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1078759.8920456416,0.05117159248791519,0.00010549432840831544,897.9911296642056,3323.651273676672,2007.380573555196,74.07975113930065,0.0,371.30216729576307,0.0,0.0,151.77314867564036,719.1156330107723,2051.647741918924,729.9565722018893,506.81390718472767,1173.5316674384335,743.5077461907858,430.0239212476477,287.284888564605,242.11430860161678,342.3929961194506,144.54585588156226,75.88657433782018,1596.328295892003,1727.3229777846689,2471.7341355747144,127.38103549562673,152.67656027490014,585.4107163203272,580.8936583240284,139.12538628600367,606.1891831033017,280.05759577052686,3323.651273676672,3117.673429045446,205.97784463122622,72455.4170838316,1797.7890825269305,1684.86263261946,112.92644990747051,923.2866544434789,187.90961264603092,398.40451527355594,71.36951634152136,103.89233391487288,224.94948821568127,1664.9875774357452,1470.754083594896,589.0243627173662,72455.4170838316,384.8533412846595,330.64864532907364,64.14222354744325,23.488701580753865,2.5385865939199372,5454015888.132737,10.660256871265217,10.931280351043146,8.0403632334119,8.31138671318983,24.301772020087654,4.9687637959287025,21.049490262752503
471,06,037,133000,06037133000,1330,Census Tract 1330,G5020,S,997188.0,5043.0,+34.1960820,-118.5571125,0.0417595429975,9.80239520002e-05,1423.0,4449.0,1674.0,127.0,0.0,562.0,0.0,24.0,32.0,2030.0,2671.0,1218.0,505.0,1308.0,873.0,435.0,347.0,195.0,388.0,168.0,82.0,2259.0,2190.0,3236.0,492.0,232.0,738.0,722.0,392.0,516.0,144.0,4308.0,3821.0,487.0,67782.0,2448.0,2179.0,269.0,861.0,478.0,466.0,218.0,156.0,405.0,1656.0,2602.0,1237.0,67782.0,315.0,495.0,161.0,0.0,3.29,6037133000.0,12.2,12.4,9.8,8.7,25.3,5.0,24.3,1002231.2649755154,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1001333.9294324443,0.04172215409984375,9.793618744996495e-05,1421.7259343003818,4445.016642095853,1672.5012045107794,126.88629209848804,0.0,561.4968201523644,0.0,23.97851189262766,31.971349190170216,2028.182464251423,2668.6085527170203,1216.909478550854,504.54785440737373,1306.8288981482076,872.2183700943312,434.61052805387635,346.68931778090825,194.82540912759976,387.65260893081387,167.84958324839363,81.92658229981117,2256.977431893579,2188.0392102022743,3233.102686855963,491.55949379886704,231.79228162873406,737.3392406983006,721.3535661032155,391.64902757958515,515.5380056914947,143.87107135576596,4304.142884726665,3817.578914238762,486.56397048790296,67721.31221275368,2445.8082130480216,2177.049058918153,268.75915412986836,860.2291141480174,477.5720285281676,465.58277258185376,217.8048163580346,155.8603273020798,404.6373881880918,1654.5173205913086,2599.6703310257158,1235.8924671325174,67721.31221275368,314.71796859073805,494.5568077854455,160.85585061304388,0.0,3.287054338614375,6031727726.578121,12.189076878752394,12.388897811190958,9.791225689489629,8.692210561077527,25.277347953478326,4.995523310964096,24.27824329128551
472,06,037,133100,06037133100,1331,Census Tract 1331,G5020,S,1511321.0,8714.0,+34.1855499,-118.5427431,0.0523753203074,0.0001486497295,995.0,5578.0,2848.0,266.0,28.0,474.0,0.0,10.0,78.0,1874.0,3093.0,1660.0,794.0,2017.0,837.0,1180.0,389.0,379.0,380.0,368.0,402.0,2851.0,2727.0,4143.0,445.0,320.0,1039.0,807.0,305.0,795.0,432.0,5383.0,4879.0,504.0,51417.0,2877.0,2787.0,90.0,1028.0,548.0,570.0,392.0,249.0,413.0,2478.0,2825.0,1574.0,51417.0,401.0,557.0,173.0,0.0,2.66,6037133100.0,13.2,12.2,10.1,9.1,29.5,7.0,22.8,1520036.5782695888,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1485372.5461254893,0.05118091498015449,0.00014525981173403043,972.3092881602604,5450.795185284354,2783.052113246655,259.93394035239123,27.361467405514865,463.1905553647874,0.0,9.771952644826738,76.22123062964856,1831.2639256405307,3022.46495304491,1622.1441390412385,775.893039999243,1971.002848461553,817.912436371998,1153.090412089555,380.1289578837601,370.35700523893337,371.33420050341607,359.607857329624,392.83249632203484,2785.983699040103,2664.8114862442512,4048.5199807517174,434.85189269478985,312.70248463445563,1015.305879797498,788.5965784375178,298.0445556672155,776.8702352637257,422.14835425651506,5260.242108710233,4767.7356954109655,492.5064132992676,50244.44891390564,2811.3907759166527,2723.443202113212,87.94757380344065,1004.5567318881887,535.5030049365052,557.001300755124,383.0605436772081,243.32162085618577,403.5816442313443,2421.4898653880655,2760.5766221635536,1538.1053462957286,50244.44891390564,391.8553010575522,544.2977623168493,169.05478075550258,0.0,2.5993394035239126,5899457876.371604,12.898977491171294,11.92178222668862,9.869672171275004,8.89247690679233,28.827260302238876,6.840366851378716,22.280052030204963
647,06,037,115404,06037115404,1154.04,Census Tract 1154.04,G5020,S,946597.0,6707.0,+34.2255624,-118.5416703,0.0391772777238,9.32709725006e-05,2098.0,2926.0,695.0,281.0,0.0,395.0,41.0,15.0,36.0,1463.0,1714.0,651.0,487.0,836.0,455.0,381.0,224.0,174.0,167.0,126.0,81.0,1487.0,1439.0,2059.0,201.0,141.0,636.0,468.0,175.0,338.0,100.0,2913.0,2582.0,331.0,63659.0,1487.0,1436.0,51.0,406.0,250.0,444.0,189.0,147.0,254.0,1160.0,1595.0,532.0,63659.0,183.0,330.0,118.0,0.0,3.39,6037115404.0,12.0,12.8,9.8,8.8,25.0,4.8,24.5,953302.2922945092,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,75.85419496789325,3.1173331762579493e-06,7.4215645866923e-09,0.1669377094012854,0.2328216099657584,0.05530110011148397,0.022359149829247475,0.0,0.031430121646095203,0.003262367056936464,0.0011935489232694381,0.002864517415846652,0.1164108049828792,0.1363828569655878,0.051800023269893615,0.03875055504214776,0.06652045999021669,0.03620431733917296,0.03031614265104373,0.01782366392082361,0.013845167509925482,0.013288178012399746,0.010025810955463281,0.006445164185654966,0.1183204832601103,0.1145011267056481,0.1638344822007849,0.01599355557181047,0.011219359878732718,0.05060647434662418,0.03723872640600647,0.013924737438143445,0.02689463573767134,0.007956992821796254,0.2317872008989249,0.2054495546587793,0.026337646240145604,5.065342060427278,0.1183204832601103,0.11426241692099422,0.00405806633911609,0.0323053908564928,0.019892482054490637,0.03532904812877537,0.015038716433194921,0.011696779448040494,0.020210761767362487,0.09230111673283656,0.12691403550765026,0.04233120181195607,5.065342060427278,0.014561296863887145,0.026258076311927638,0.00938925152971958,0.0,0.000269742056658893,480372.839339836,0.0009548391386155505,0.0010184950811899206,0.000779785296536033,0.0007002153683180705,0.0019892482054490635,0.0003819356554462202,0.0019494632413400823
686,06,037,131701,06037131701,1317.01,Census Tract 1317.01,G5020,S,659667.0,0.0,+34.2046643,-118.5578906,0.0322431463621,6.45263399998e-05,2236.0,5214.0,1656.0,496.0,35.0,503.0,0.0,37.0,276.0,2211.0,3121.0,1311.0,716.0,1811.0,769.0,1042.0,343.0,370.0,486.0,155.0,32.0,2521.0,2693.0,3681.0,233.0,423.0,621.0,941.0,478.0,737.0,248.0,5214.0,4519.0,695.0,53561.0,2782.0,2471.0,311.0,864.0,574.0,602.0,127.0,304.0,396.0,1954.0,2910.0,1049.0,53561.0,402.0,569.0,179.0,9.0,2.87,6037131701.0,12.8,13.0,10.6,8.9,26.8,5.2,25.0,659668.2718252983,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,659302.9241312498,0.032225288963653856,6.449060302330561e-05,2234.761623866444,5211.112301806636,1655.0828484449155,495.72529760185876,34.98061575819568,502.7214207534979,0.0,36.97950808723543,275.84714140748594,2209.775469753447,3119.271479466535,1310.2739216855582,715.6034537962316,1809.9970039454965,768.5741005157851,1041.4229034297114,342.81003443031767,369.79508087235433,485.73083595666003,154.91415550058088,31.98227726463605,2519.6037807546086,2691.5085210520274,3678.961331597666,232.87095633313123,422.76572759190776,620.6560681668434,940.4788408132039,477.735266640501,736.591823251149,247.86264880092938,5211.112301806636,4516.497217465322,694.6150843413142,53531.336017849106,2780.4592296942965,2469.631472528615,310.8277571656816,863.5214861451733,573.6820984344091,601.6665910409657,126.92966289402432,303.8316340140425,395.7806811498711,1952.9178054718388,2908.388338752841,1048.4190265813504,53531.336017849106,401.77735813699036,568.6848676118098,178.9008634490579,8.99501548067889,2.8684104921720457,6033788123.265808,12.79291090585442,12.992800138758396,10.59412934391069,8.895070864226902,26.78515720913269,5.197120055503358,24.986154112996914
750,06,037,980024,06037980024,9800.24,Census Tract 9800.24,G5020,S,7998841.0,288250.0,+34.1803242,-118.4883751,0.143239367461,0.000810348921,1824.0,264.0,160.0,17.0,11.0,12.0,0.0,0.0,0.0,64.0,233.0,19.0,12.0,86.0,61.0,25.0,0.0,16.0,12.0,8.0,11.0,146.0,118.0,174.0,11.0,5.0,46.0,19.0,26.0,45.0,22.0,264.0,239.0,25.0,124038.0,149.0,144.0,5.0,39.0,14.0,87.0,4.0,0.0,90.0,176.0,56.0,27.0,124038.0,14.0,43.0,4.0,0.0,3.07,6037980024.0,11.4,11.5,8.5,8.8,26.9,5.5,22.2,8287090.501002266,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1759.1729899896488,3.0406670026122895e-05,1.7201983423712413e-07,0.38719639098342723,0.05604158290549605,0.03396459570030064,0.0036087382931569425,0.0023350659543956687,0.0025473446775225476,0.0,0.0,0.0,0.013585838280120255,0.0494609424885628,0.0040332957394107,0.0025473446775225476,0.01825597018891159,0.012949002110739618,0.0053069680781719746,0.0,0.0033964595700300636,0.0025473446775225476,0.0016982297850150318,0.0023350659543956687,0.03099269357652433,0.02504888932897172,0.036936497824076944,0.0023350659543956687,0.001061393615634395,0.009764821263836434,0.0040332957394107,0.005519246801298853,0.009552542540709554,0.004670131908791337,0.05604158290549605,0.050734614827324075,0.0053069680781719746,26.330628259211814,0.031629529745904966,0.03056813613027057,0.001061393615634395,0.00827887020194828,0.002971902123776306,0.018468248912038472,0.0008491148925075159,0.0,0.01910508508141911,0.0373610552703307,0.011887608495105223,0.005731525524425732,26.330628259211814,0.002971902123776306,0.009127985094455796,0.0008491148925075159,0.0,0.0006516956799995184,1281734.689760322,0.0024199774436464206,0.0024412053159591084,0.0018043691465784713,0.0018680527635165352,0.005710297652113045,0.0011675329771978344,0.004712587653416713
1061,06,037,134720,06037134720,1347.20,Census Tract 1347.20,G5020,S,989535.0,0.0,+34.2046449,-118.5688121,0.0409851677931,9.67926045004e-05,359.0,4549.0,1091.0,279.0,0.0,719.0,0.0,60.0,116.0,2284.0,2841.0,1138.0,519.0,1615.0,800.0,815.0,297.0,256.0,340.0,156.0,32.0,2263.0,2286.0,3116.0,437.0,297.0,565.0,699.0,253.0,649.0,216.0,4549.0,4030.0,519.0,63510.0,2550.0,2274.0,276.0,780.0,704.0,352.0,191.0,247.0,372.0,1606.0,2703.0,1117.0,63510.0,388.0,390.0,115.0,55.0,2.79,6037134720.0,11.5,12.8,8.8,9.0,23.4,4.3,23.2,989534.2681086556,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,906.8228371991447,3.7559372463431365e-05,8.8702076382573e-08,0.32899254633872477,4.168766276587351,0.9998074319096064,0.25567944409054094,0.0,0.6589015064555518,0.0,0.05498482668613784,0.1063039982598665,2.093089069185647,2.603531543588627,1.0428788794804145,0.4756187508350923,1.4800082516352102,0.7331310224818379,0.7468772291533724,0.2721748920963823,0.23460192719418813,0.3115806845547811,0.14296054938395839,0.029325240899273516,2.073844379845499,2.0949218967418517,2.855545332566759,0.400472821030704,0.2721748920963823,0.517773784627798,0.6405732308935058,0.23185268585988122,0.594752541988391,0.19794537607009624,4.168766276587351,3.6931475257522584,0.4756187508350923,58.20143904727691,2.3368551341608583,2.083924931404624,0.25293020275623407,0.714802746919792,0.6451552997840173,0.32257764989200866,0.1750350316175388,0.22635420319126745,0.3409059254540546,1.4717605276322896,2.4770664422105098,1.0236341901402661,58.20143904727691,0.35556854590369136,0.357401373459896,0.10538758448176419,0.050402757795626356,0.0025567944409054097,5532513.437667755,0.01053875844817642,0.011730096359709407,0.008064441247300217,0.008247724002920676,0.021444082407593757,0.0039405792458398784,0.0212607996519733
1062,06,037,131800,06037131800,1318,Census Tract 1318,G5020,S,1315591.0,0.0,+34.2047091,-118.5273080,0.049638258353,0.000128685872999,1289.0,6141.0,1118.0,415.0,0.0,727.0,0.0,8.0,283.0,3590.0,3130.0,1773.0,1204.0,1659.0,659.0,1000.0,294.0,361.0,440.0,208.0,53.0,3021.0,3120.0,4113.0,527.0,557.0,872.0,896.0,315.0,574.0,372.0,6141.0,5390.0,751.0,61758.0,3138.0,2966.0,172.0,779.0,737.0,706.0,292.0,452.0,475.0,1735.0,3950.0,1663.0,61758.0,240.0,475.0,428.0,37.0,3.69,6037131800.0,12.9,13.2,10.2,8.9,25.3,5.0,24.8,1315585.901999491,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1314331.2852855613,0.04959092051783061,0.00012856315091231164,1287.7707370975947,6135.143596987067,1116.9338123158348,414.60423265748784,0.0,726.3066919084184,0.0,7.992370750023862,282.7301152820941,3586.576374073208,3127.015055946836,1771.3091674740383,1202.8517978785912,1657.4178842861984,658.3715405332156,999.0463437529827,293.71962506337695,360.65573009482677,439.5803912513124,207.8016395006204,52.94945621890808,3018.119004477761,3117.0245925093063,4109.077611856018,526.4974231578219,556.4688134704114,871.168411752601,895.1455240026726,314.6995982821896,573.4526013142121,371.6452398761096,6135.143596987067,5384.859792828577,750.28380415849,61699.10409749671,3135.00742669686,2963.171455571347,171.83597112551303,778.2571017835736,736.2971553459482,705.3267186896059,291.72153237587094,451.5689473763482,474.5470132826668,1733.345406411425,3946.233057824282,1661.4140696612103,61699.10409749671,239.77112250071585,474.5470132826668,427.59183512627664,36.964714718860364,3.6864810084485065,6031374451.544864,12.887697834413478,13.187411737539371,10.190272706280423,8.891512459401547,25.275872496950463,4.995231718764914,24.776349325073973
1095,06,037,131400,06037131400,1314,Census Tract 1314,G5020,S,1107141.0,0.0,+34.2145917,-118.5316957,0.0422700156903,0.0001083090375,1421.0,6409.0,1650.0,359.0,0.0,1297.0,0.0,135.0,72.0,2896.0,3430.0,1875.0,1024.0,1931.0,923.0,1008.0,361.0,320.0,559.0,176.0,142.0,3251.0,3158.0,4488.0,512.0,320.0,928.0,1080.0,314.0,1029.0,305.0,6284.0,5647.0,637.0,65255.0,3547.0,3332.0,215.0,963.0,909.0,905.0,220.0,335.0,423.0,1805.0,4200.0,1587.0,65255.0,417.0,603.0,241.0,51.0,3.23,6037131400.0,11.9,12.6,9.6,8.8,25.0,4.8,24.3,1107141.2732302272,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1106601.9325240038,0.04224942397299552,0.00010825627506200941,1420.3077639122716,6405.8778739716745,1649.1962072169235,358.8251141762882,0.0,1296.3681701577877,0.0,134.9342351359301,71.96492540582939,2894.5892218789154,3428.329085305483,1874.0865991101402,1023.5011613273513,1930.0593188702298,922.5503631886183,1007.5089556816114,360.8241398820057,319.8441129147973,558.7276847480365,175.9142621031385,141.9308251059413,3249.4162846437684,3156.4615893279056,4485.813683630032,511.75058066367563,319.8441129147973,927.5479274529121,1079.4738810874408,313.8470357976448,1028.4987255916449,304.85142012191614,6280.938767364331,5644.249080093313,636.6896872710183,65223.211213297174,3545.272089089956,3330.3768257253264,214.89526336462941,962.5308773029681,908.557183248596,904.5591318371611,219.89282762892313,334.83680570767837,422.79393675924763,1804.1206994100285,4197.953982006714,1586.2268974868227,65223.211213297174,416.79685964209517,602.7062502738211,240.8825975389567,50.97515549579582,3.228426514733735,6034190428.697088,11.894202949019023,12.593861946020143,9.595323387443917,8.795713105156926,24.987821321468537,4.797661693721959,24.288162324467418
1096,06,037,131600,06037131600,1316,Census Tract 1316,G5020,S,2184449.0,6443.0,+34.2147180,-118.5513560,0.0594684627219,0.000214328946499,71.0,5270.0,1344.0,28.0,0.0,733.0,0.0,20.0,56.0,3089.0,2983.0,1498.0,710.0,1406.0,938.0,468.0,192.0,495.0,370.0,116.0,161.0,2549.0,2721.0,3565.0,483.0,655.0,926.0,588.0,245.0,434.0,234.0,5257.0,4712.0,545.0,68214.0,2649.0,2453.0,196.0,747.0,644.0,530.0,358.0,174.0,810.0,1422.0,3613.0,1542.0,68214.0,234.0,525.0,156.0,112.0,3.73,6037131600.0,12.0,12.7,9.3,8.8,24.3,4.6,23.8,2190891.280509458,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,840255.9941489636,0.0228074905904419,8.219996291807774e-05,27.230094033102286,2021.1633176682965,515.4541743730912,10.738628632772732,0.0,281.12195670794335,0.0,7.670449023409095,21.477257265545465,1184.7008516655346,1144.0474718414664,574.5166318533412,272.30094033102284,539.2325663456594,359.74405919788654,179.48850714777282,73.63631062472732,189.8436133293751,141.90330693306825,44.48860433577275,61.747114638443215,977.5987280334891,1043.5645896348074,1367.2575384226711,185.24134391532965,251.20720551664786,355.1417897838411,225.5112012882274,93.96300053676141,166.44874380797737,89.74425357388641,2016.1775258030807,1807.1577899151828,209.01973588789784,26161.6004841414,1015.9509731505347,940.7805727211255,75.17040042940913,286.4912710243297,246.98845855377286,203.266899120341,137.3010375190228,66.73290650365912,310.65318544806837,545.3689255643867,1385.666616078853,591.3916197048412,26161.6004841414,89.74425357388641,201.34928686448873,59.82950238259094,42.95451453109093,1.4305387428657963,2315375509.2706094,4.602269414045457,4.870735129864775,3.5667587958852294,3.374997570300002,9.31959556344205,1.7642032753840917,9.127834337856823
1097,06,037,131900,06037131900,1319,Census Tract 1319,G5020,S,1318217.0,0.0,+34.2047193,-118.5098593,0.0496940412169,0.000128943201,1418.0,4824.0,1875.0,253.0,0.0,246.0,0.0,32.0,127.0,2291.0,3109.0,1181.0,452.0,1432.0,1025.0,407.0,290.0,357.0,323.0,124.0,70.0,2537.0,2287.0,3552.0,364.0,170.0,781.0,930.0,393.0,585.0,329.0,4824.0,4486.0,338.0,75255.0,2712.0,2454.0,258.0,1033.0,437.0,550.0,193.0,241.0,392.0,1896.0,2650.0,969.0,75255.0,374.0,434.0,172.0,62.0,3.37,6037131900.0,11.8,12.5,9.3,8.8,24.8,4.7,24.9,1318216.4721643801,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,1027.7988296438857,3.8745895292253476e-05,1.0053559022877258e-07,1.1055989446422967,3.7612195408705493,1.4619167991567743,0.19726130676622075,0.0,0.1918034840493688,0.0,0.02495004670560895,0.09902049786288553,1.7862674063296908,2.4240529752418194,0.9208126612288803,0.3524194097167264,1.1165145900760005,0.7991811835390367,0.31733340653696385,0.2261097982695811,0.27834895855944985,0.25183953393474034,0.09668143098423468,0.05457822716851958,1.9780708903790596,1.7831486504914897,2.7694551843225934,0.2838067812763018,0.13254712312354755,0.6089370774087685,0.72511073238176,0.3064177611032599,0.45611804133691364,0.25651766769204204,3.7612195408705493,3.4976846725425546,0.26353486832799455,58.6754926509563,2.1145164583003586,1.9133567067363864,0.20115975156397214,0.805418695215439,0.3407240753234722,0.4288289277526538,0.15047996919320397,0.1879050392516174,0.30563807214370964,1.4782902673073304,2.066175742808241,0.755518601804221,58.6754926509563,0.2916036708718046,0.3383850084448214,0.1341065010426481,0.04834071549211734,0.0026275517936844425,4707085.089778803,0.009200329722693301,0.009746111994378496,0.007251107323817602,0.006861262844042462,0.019336286196846936,0.0036645381098863146,0.019414255092801962
1120,06,037,115403,06037115403,1154.03,Census Tract 1154.03,G5020,S,703743.0,0.0,+34.2247342,-118.5317299,0.0334840623584,6.88536574996e-05,2097.0,3722.0,793.0,256.0,0.0,520.0,0.0,0.0,52.0,2101.0,1907.0,848.0,897.0,1036.0,372.0,664.0,184.0,165.0,204.0,73.0,68.0,1978.0,1744.0,2353.0,366.0,245.0,615.0,355.0,134.0,449.0,189.0,3722.0,3065.0,657.0,52500.0,1823.0,1748.0,75.0,420.0,380.0,390.0,252.0,306.0,270.0,889.0,2610.0,1243.0,52500.0,196.0,414.0,222.0,0.0,3.58,6037115403.0,12.6,13.7,9.8,8.8,24.3,4.7,25.2,703742.9107193626,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,316.3127171037154,1.5050147693039254e-05,3.0947789532919635e-08,0.9425427349434486,1.6729346969287153,0.3564312774488101,0.11506482601121738,0.0,0.2337254278352853,0.0,0.0,0.02337254278352853,0.944340622849874,0.8571430593882482,0.3811522361621576,0.4031763630158672,0.46565296776414533,0.16720357529755026,0.2984493924665951,0.0827028436955625,0.07416287614004245,0.09169228322768885,0.032811454292261205,0.03056409440922962,0.8890555697272968,0.7838791272014184,1.057607560954666,0.16450674343791236,0.11012063426854789,0.2764252656128855,0.15956255169524286,0.0602292448652466,0.20181291749623673,0.08495020357859408,1.6729346969287153,1.3776316082983644,0.2953030886303509,23.59727877183169,0.8193874133533176,0.7856770151078437,0.033710398245473845,0.18877823017465353,0.17079935111040082,0.17529407087646398,0.11326693810479212,0.13753842484153328,0.12135743368370583,0.3995805872030166,1.1731218589424897,0.5586936669216531,23.59727877183169,0.08809650741483831,0.1860813983150156,0.09978277880660258,0.0,0.001609109676250618,2713514.1931868573,0.005663346905239605,0.006157766079506555,0.004404825370741916,0.003955353394135598,0.010922169031533525,0.002112518290049694,0.01132669381047921
1133,06,037,131702,06037131702,1317.02,Census Tract 1317.02,G5020,S,716344.0,4766.0,+34.2035942,-118.5476933,0.0338988829412,7.05360345e-05,2237.0,3725.0,760.0,511.0,50.0,516.0,0.0,0.0,54.0,1834.0,2453.0,779.0,389.0,1143.0,806.0,337.0,179.0,199.0,174.0,203.0,46.0,1868.0,1857.0,2405.0,385.0,237.0,481.0,632.0,89.0,412.0,169.0,3725.0,3375.0,350.0,67054.0,1983.0,1843.0,140.0,617.0,495.0,435.0,204.0,92.0,285.0,1566.0,1970.0,913.0,67054.0,330.0,487.0,92.0,3.0,3.26,6037131702.0,13.5,13.8,10.4,9.2,26.2,5.3,25.8,721106.53578274,RESEDA,1466,1913,60,78,2020-07-27,2076,2710,80,104,RESEDA,721106.53578274,0.0338988829412,7.05360345e-05,2237.0,3725.0,760.0,511.0,50.0,516.0,0.0,0.0,54.0,1834.0,2453.0,779.0,389.0,1143.0,806.0,337.0,179.0,199.0,174.0,203.0,46.0,1868.0,1857.0,2405.0,385.0,237.0,481.0,632.0,89.0,412.0,169.0,3725.0,3375.0,350.0,67054.0,1983.0,1843.0,140.0,617.0,495.0,435.0,204.0,92.0,285.0,1566.0,1970.0,913.0,67054.0,330.0,487.0,92.0,3.0,3.26,6037131702.0,13.5,13.8,10.4,9.2,26.2,5.3,25.8
