OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,Unnamed: 0,TOTAL_POP,NH_WHITE,NH_BLACK,NH_NATIVE,NH_ASIAN,NH_HAWAIIAN,NH_OTHER_RACE,NH_TWO_OR_MORE,NH_HISPANIC_LATINO,US_BORN,NATURALIZED,NON_CITIZEN,TOTAL_HOUSING,OWNER_OCCUPIED,RENTER_OCCUPIED,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85+,MALE,FEMALE,ED_POP_25+,LESS_THAN_9TH,LESS_THAN_HS,HS_OR_GED,SOME_COLLEGE,ASSOCIATES,BACHELORS,GRAD_OR_PROFESSIONAL,HEALTH_COVERAGE_POP,INSURED,UNINSURED,MEDIAN_INCOME,LABOR_FORCE_POP_16+,EMPLOYED,UNEMPLOYED,BUSINESS,SERVICE,SALES_OFFICE,CONSTRUCTION_MAINTENANCE,PRODUCTION_TRANSPORTATION,LANGUAGE_POP_5+,ENGLISH_ONLY,OTHER_LANGUAGE,OTHER_LANGUAGE_POOR_ENGLISH,MEDIAN_INCOME_2,2_ppl_fam,3_to_4_ppl_fam,5_to_6_ppl_fam,GT_7_ppl_fam,avg_ppl_per_household,TractFIPS,PHLTH_CrudePrev,MHLTH_CrudePrev,DIABETES_CrudePrev,CASTHMA_CrudePrev,BPHIGH_CrudePrev,CHD_CrudePrev,OBESITY_CrudePrev,tracts_meters,COMMUNITY,cases,case_rate,deaths,death_rate,Date,Cases_1,Case_Rat_1,Deaths_1,Death_Ra_1,COVID19__2,intersect_meters,intersect_Shape_Leng,intersect_Shape_Area,intersect_Unnamed: 0,intersect_TOTAL_POP,intersect_NH_WHITE,intersect_NH_BLACK,intersect_NH_NATIVE,intersect_NH_ASIAN,intersect_NH_HAWAIIAN,intersect_NH_OTHER_RACE,intersect_NH_TWO_OR_MORE,intersect_NH_HISPANIC_LATINO,intersect_US_BORN,intersect_NATURALIZED,intersect_NON_CITIZEN,intersect_TOTAL_HOUSING,intersect_OWNER_OCCUPIED,intersect_RENTER_OCCUPIED,intersect_AGE_55_59,intersect_AGE_60_64,intersect_AGE_65_74,intersect_AGE_75_84,intersect_AGE_85+,intersect_MALE,intersect_FEMALE,intersect_ED_POP_25+,intersect_LESS_THAN_9TH,intersect_LESS_THAN_HS,intersect_HS_OR_GED,intersect_SOME_COLLEGE,intersect_ASSOCIATES,intersect_BACHELORS,intersect_GRAD_OR_PROFESSIONAL,intersect_HEALTH_COVERAGE_POP,intersect_INSURED,intersect_UNINSURED,intersect_MEDIAN_INCOME,intersect_LABOR_FORCE_POP_16+,intersect_EMPLOYED,intersect_UNEMPLOYED,intersect_BUSINESS,intersect_SERVICE,intersect_SALES_OFFICE,intersect_CONSTRUCTION_MAINTENANCE,intersect_PRODUCTION_TRANSPORTATION,intersect_LANGUAGE_POP_5+,intersect_ENGLISH_ONLY,intersect_OTHER_LANGUAGE,intersect_OTHER_LANGUAGE_POOR_ENGLISH,intersect_MEDIAN_INCOME_2,intersect_2_ppl_fam,intersect_3_to_4_ppl_fam,intersect_5_to_6_ppl_fam,intersect_GT_7_ppl_fam,intersect_avg_ppl_per_household,intersect_TractFIPS,intersect_PHLTH_CrudePrev,intersect_MHLTH_CrudePrev,intersect_DIABETES_CrudePrev,intersect_CASTHMA_CrudePrev,intersect_BPHIGH_CrudePrev,intersect_CHD_CrudePrev,intersect_OBESITY_CrudePrev
1239,06,037,121010,06037121010,1210.10,Census Tract 1210.10,G5020,S,1929814.0,109629.0,+34.2239130,-118.4039440,0.0582425306226,0.0001995342265,250.0,4901.0,1156.0,30.0,0.0,750.0,0.0,0.0,0.0,2965.0,2845.0,1320.0,656.0,1274.0,913.0,361.0,205.0,205.0,297.0,237.0,155.0,2598.0,2303.0,3421.0,523.0,475.0,669.0,548.0,172.0,913.0,121.0,4901.0,4139.0,762.0,64135.0,2391.0,2326.0,65.0,799.0,425.0,404.0,353.0,345.0,422.0,1002.0,3630.0,1143.0,64135.0,236.0,416.0,322.0,27.0,3.84,6037121010.0,12.8,12.9,10.5,8.7,25.5,5.2,24.8,2039441.9686933847,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1273125.8146385823,0.03635801870499711,0.00012455964845317145,156.0630106398957,3059.4592605845155,721.6353611988778,18.727561276787487,0.0,468.1890319196872,0.0,0.0,0.0,1850.9073061891634,1775.9970610820133,824.0126961786494,409.50933991908636,795.2971022209086,569.9421148568991,225.35498736400942,127.97166872471449,127.97166872471449,185.40285664019612,147.94773408662115,96.75906659673535,1621.8068065697964,1437.6524540147193,2135.566237596333,326.48381825866187,296.5197202158019,417.62461647236097,342.09011932265145,107.37135132024825,569.9421148568991,75.53449714970952,3059.4592605845155,2583.7792041541134,475.68005643040215,40036.404749558846,1492.5866337599628,1452.0102509935898,40.57638276637289,498.77738200510674,265.30711808782274,252.1978251940715,220.36097102353276,215.3669546830561,263.434361960144,625.500546644702,2266.0349144912857,713.5200846456032,40036.404749558846,147.32348204406156,259.6888497047865,201.0091577041857,16.85480514910874,2.397127843428798,3768685121.671872,7.990426144762662,8.052851349018619,6.55464644687562,5.430992770268371,15.918427085269364,3.246110621309831,15.481450655477657
1246,06,037,121210,06037121210,1212.10,Census Tract 1212.10,G5020,S,1997365.0,29714.0,+34.2418820,-118.4049441,0.0563503473998,0.000198361613,81.0,3066.0,276.0,111.0,0.0,576.0,0.0,0.0,15.0,2088.0,1468.0,822.0,746.0,785.0,494.0,291.0,179.0,222.0,330.0,149.0,84.0,1462.0,1604.0,2197.0,538.0,307.0,457.0,319.0,107.0,329.0,140.0,2927.0,2490.0,437.0,62109.0,1454.0,1362.0,92.0,433.0,344.0,223.0,159.0,203.0,306.0,688.0,2255.0,1067.0,62109.0,122.0,275.0,98.0,84.0,3.73,6037121210.0,13.2,12.8,11.8,8.5,26.2,5.3,24.4,2027076.7235612606,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1685696.145917205,0.046860369086600955,0.0001649554763494944,67.35876655887571,2549.6540527100365,229.5187601265395,92.30645787697783,0.0,478.99567330756065,0.0,0.0,12.473845659051058,1736.3593157399073,1220.7736951657969,683.5667421159981,620.3659241101393,652.797922823672,410.8053170380815,241.99260578559054,148.8545581980093,184.61291575395566,274.4246044991233,123.90686687990718,69.85353569068593,1215.7841569021766,1333.8698958078598,1827.0025941956785,447.3952643046313,255.29804115524502,380.0364977457556,265.2771176824858,88.98009903456422,273.5930147885199,116.42255948447655,2434.0630829361635,2070.658379402476,363.4047035336875,51649.20533586681,1209.1314392173492,1132.6251858418361,76.50625337551315,360.0783446912739,286.06686044757095,185.4445054645591,132.2227639859412,168.812711252491,254.4664514446416,572.1337208951419,1875.2347974106758,887.306221213832,51649.20533586681,101.45394469361528,228.68717041593607,81.49579163913359,69.85353569068593,3.1018296205506966,5020407879.901571,10.976984179964932,10.64434829572357,9.812758585120166,7.068512540128934,21.787650417809182,4.407425466198041,20.290788938723054
1268,06,037,121900,06037121900,1219,Census Tract 1219,G5020,S,1687516.0,0.0,+34.2178664,-118.3832004,0.0593084382784,0.0001650917505,1130.0,3657.0,626.0,80.0,0.0,172.0,0.0,0.0,0.0,2779.0,1785.0,942.0,772.0,957.0,593.0,364.0,192.0,236.0,361.0,77.0,23.0,1768.0,1889.0,2520.0,583.0,377.0,825.0,362.0,87.0,199.0,87.0,3650.0,3158.0,492.0,52708.0,1803.0,1730.0,73.0,278.0,595.0,286.0,208.0,363.0,313.0,799.0,2717.0,1368.0,52708.0,200.0,308.0,163.0,43.0,3.8,6037121900.0,14.0,14.3,11.4,8.9,25.4,5.1,27.6,1687513.118143604,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,943698.9551275923,0.03316674142073988,9.232337856930198e-05,631.9238694080673,2045.0845932967275,350.07463915880544,44.737973055438395,0.0,96.18664206919254,0.0,0.0,0.0,1554.085339013291,998.2160237994692,526.7896327277871,431.7214399849805,535.1780026756818,331.6202252734371,203.55777740224468,107.37113533305214,131.97702051354327,201.88010341266576,43.06029906585945,12.862167253438539,988.7092045251885,1056.375388771539,1409.2461512463094,326.0279786415073,210.82769802375344,461.36034713420844,202.43932807585873,48.65254569778925,111.285707975403,48.65254569778925,2041.1700206543767,1766.0314863634305,275.1385342909461,29475.613547575587,1008.2820677369428,967.4586673238553,40.82340041308753,155.4644563676484,332.73867459982307,159.93825367319226,116.31872994413982,202.99855273905172,175.03731957940272,446.820505891191,1519.4134098953264,765.0193392479965,29475.613547575587,111.84493263859598,172.2411962634378,91.15362010045573,24.046660517298136,2.1250537201333235,3376107461.182463,7.829145284701719,7.996912683659613,6.375161160399971,4.977099502417522,14.20430644510169,2.8520457822841974,15.434600704126247
1269,06,037,122000,06037122000,1220,Census Tract 1220,G5020,S,2984176.0,278728.0,+34.2147689,-118.4183782,0.0887688873477,0.000319202447501,218.0,6287.0,2368.0,172.0,0.0,669.0,0.0,0.0,171.0,2907.0,2677.0,2204.0,1337.0,1555.0,954.0,601.0,357.0,601.0,592.0,212.0,105.0,3098.0,3189.0,4479.0,864.0,244.0,1035.0,866.0,488.0,732.0,250.0,6287.0,5309.0,978.0,72715.0,3225.0,2958.0,267.0,810.0,672.0,608.0,178.0,690.0,608.0,1326.0,4820.0,2122.0,72715.0,273.0,508.0,299.0,114.0,4.01,6037122000.0,11.8,12.1,9.8,8.8,25.8,5.1,21.9,3262898.627196587,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,843514.4196383635,0.022948257070852327,8.2519225392634e-05,56.35668296540193,1625.2957146948713,612.1680057893201,44.46490582591345,0.0,172.9478023112564,0.0,0.0,44.20638893157675,751.5086118368047,692.0497261393623,569.7712351181002,345.6370877281761,401.99377069357797,246.62511719721763,155.36865349636037,92.29053127820409,155.36865349636037,153.04200144733002,54.805581599381696,27.14427390535414,800.8853386551156,824.4103760397558,1157.8971697341067,223.35859670691408,63.07812221815629,267.56498563849084,223.87563049558747,126.15624443631258,189.23436665446886,64.62922358417653,1625.2957146948713,1372.4661920335727,252.82952266129857,18798.055971693586,833.7169842358771,764.6929734479767,69.02401078790054,209.39868441273194,173.7233529942665,157.17827175671732,46.01600719193369,178.3766570923272,157.17827175671732,342.7934018904723,1246.0514307029234,548.5728497824904,18798.055971693586,70.57511215392077,131.3265823230467,77.29655140667512,29.470925954384494,1.0366527462901913,1560698030.1718037,3.0504993531731324,3.1280544214741437,2.53346556449972,2.2749486701630137,6.669735873887018,1.318436161117201,5.661519985973864
1270,06,037,122120,06037122120,1221.20,Census Tract 1221.20,G5020,S,719824.0,0.0,+34.2107757,-118.3719094,0.0420010228401,7.04157100003e-05,581.0,4616.0,594.0,1.0,0.0,63.0,0.0,0.0,156.0,3802.0,2616.0,1123.0,853.0,1070.0,557.0,513.0,313.0,254.0,256.0,166.0,39.0,2351.0,2265.0,2963.0,698.0,360.0,845.0,462.0,283.0,268.0,47.0,4616.0,3986.0,630.0,54722.0,2250.0,2073.0,177.0,408.0,666.0,334.0,344.0,321.0,394.0,845.0,3562.0,1272.0,54722.0,107.0,541.0,245.0,52.0,4.29,6037122120.0,13.7,14.3,11.2,8.8,24.5,4.8,27.8,719825.4751939251,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,719825.4751939251,0.0420010228401,7.04157100003e-05,581.0,4616.0,594.0,1.0,0.0,63.0,0.0,0.0,156.0,3802.0,2616.0,1123.0,853.0,1070.0,557.0,513.0,313.0,254.0,256.0,166.0,39.0,2351.0,2265.0,2963.0,698.0,360.0,845.0,462.0,283.0,268.0,47.0,4616.0,3986.0,630.0,54722.0,2250.0,2073.0,177.0,408.0,666.0,334.0,344.0,321.0,394.0,845.0,3562.0,1272.0,54722.0,107.0,541.0,245.0,52.0,4.29,6037122120.0,13.7,14.3,11.2,8.8,24.5,4.8,27.8
1271,06,037,122200,06037122200,1222,Census Tract 1222,G5020,S,1704844.0,0.0,+34.2143169,-118.3594491,0.0591171347488,0.000166780515,599.0,3739.0,631.0,12.0,0.0,132.0,0.0,0.0,85.0,2879.0,1879.0,855.0,981.0,895.0,443.0,452.0,261.0,195.0,253.0,68.0,14.0,1877.0,1862.0,2336.0,641.0,268.0,635.0,368.0,142.0,197.0,85.0,3739.0,3401.0,338.0,58818.0,1792.0,1681.0,111.0,393.0,395.0,265.0,246.0,382.0,339.0,644.0,2875.0,1261.0,58818.0,138.0,324.0,215.0,69.0,4.17,6037122200.0,12.9,13.9,10.3,8.8,23.2,4.4,27.3,1704845.9256922998,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1704845.9256922998,0.0591171347488,0.000166780515,599.0,3739.0,631.0,12.0,0.0,132.0,0.0,0.0,85.0,2879.0,1879.0,855.0,981.0,895.0,443.0,452.0,261.0,195.0,253.0,68.0,14.0,1877.0,1862.0,2336.0,641.0,268.0,635.0,368.0,142.0,197.0,85.0,3739.0,3401.0,338.0,58818.0,1792.0,1681.0,111.0,393.0,395.0,265.0,246.0,382.0,339.0,644.0,2875.0,1261.0,58818.0,138.0,324.0,215.0,69.0,4.17,6037122200.0,12.9,13.9,10.3,8.8,23.2,4.4,27.3
1272,06,037,123020,06037123020,1230.20,Census Tract 1230.20,G5020,S,565646.0,0.0,+34.2047368,-118.3664946,0.0297227002306,5.53297310001e-05,219.0,3343.0,248.0,27.0,0.0,150.0,0.0,0.0,35.0,2883.0,1660.0,855.0,810.0,826.0,514.0,312.0,280.0,174.0,190.0,83.0,61.0,1613.0,1730.0,2201.0,637.0,361.0,508.0,408.0,71.0,176.0,40.0,3343.0,2781.0,562.0,51042.0,1711.0,1600.0,111.0,268.0,516.0,437.0,145.0,234.0,259.0,509.0,2606.0,1232.0,51042.0,125.0,374.0,128.0,40.0,4.05,6037123020.0,14.9,15.5,11.8,9.2,24.9,5.0,29.1,565648.6260780831,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,565648.6260780831,0.0297227002306,5.53297310001e-05,219.0,3343.0,248.0,27.0,0.0,150.0,0.0,0.0,35.0,2883.0,1660.0,855.0,810.0,826.0,514.0,312.0,280.0,174.0,190.0,83.0,61.0,1613.0,1730.0,2201.0,637.0,361.0,508.0,408.0,71.0,176.0,40.0,3343.0,2781.0,562.0,51042.0,1711.0,1600.0,111.0,268.0,516.0,437.0,145.0,234.0,259.0,509.0,2606.0,1232.0,51042.0,125.0,374.0,128.0,40.0,4.05,6037123020.0,14.9,15.5,11.8,9.2,24.9,5.0,29.1
1297,06,037,310100,06037310100,3101,Census Tract 3101,G5020,S,13052241.0,58294.0,+34.2073831,-118.3073649,0.176475338548,0.001282473025,137.0,5766.0,3677.0,332.0,0.0,682.0,0.0,0.0,208.0,867.0,3947.0,1683.0,110.0,1948.0,1724.0,224.0,823.0,258.0,450.0,319.0,91.0,2791.0,2975.0,4255.0,152.0,73.0,380.0,856.0,468.0,1555.0,771.0,5757.0,5537.0,220.0,131149.0,2801.0,2625.0,176.0,1368.0,308.0,673.0,106.0,170.0,303.0,3180.0,2287.0,598.0,131149.0,739.0,697.0,197.0,0.0,2.96,6037310100.0,8.8,8.7,7.7,8.1,25.8,4.8,18.6,13110534.036054667,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1463.0895278593864,1.9694027645628857e-05,1.4311948296534098e-07,0.015288718580456469,0.6434653382110365,0.4103402789805725,0.03705003334825947,0.0,0.07610880344431614,0.0,0.0,0.02321206908565654,0.09675415335223182,0.44047133019753054,0.18781688591903822,0.01227561345876067,0.21738995470605257,0.1923923418445763,0.02499761286147627,0.09184390796872755,0.028791893385093206,0.05021841869493001,0.03559927903040594,0.010155280224974736,0.3114657923945548,0.3319995458164817,0.47484304788206044,0.01696266587028747,0.008146543477177534,0.04240666467571867,0.09552659200635576,0.052227155442727206,0.17353253571248037,0.08604089069731341,0.642460969837138,0.6179097429196165,0.02455122691752134,14.63576754093639,0.31258175725444215,0.29294077572042504,0.01964098153401707,0.15266399283258722,0.03437171768452987,0.07510443507041754,0.011829227514805736,0.01897140261808467,0.033813735254586204,0.35487682544417204,0.2552211634562332,0.06673469862126255,14.63576754093639,0.08246980314567395,0.07778275073414714,0.02198450773978047,0.0,0.00033032559852665073,673742.5919842884,0.0009820490767008536,0.0009708894281019801,0.0008592929421132468,0.0009039315365087402,0.0028791893385093207,0.0005356631327459201,0.0020756946393904407
1300,06,037,300701,06037300701,3007.01,Census Tract 3007.01,G5020,S,13349197.0,59420.0,+34.2038347,-118.2517672,0.195108885015,0.001311554533,785.0,6138.0,4502.0,53.0,0.0,593.0,0.0,0.0,81.0,909.0,4018.0,1842.0,262.0,2128.0,1756.0,372.0,336.0,455.0,694.0,296.0,149.0,2921.0,3217.0,4374.0,113.0,42.0,561.0,989.0,279.0,1302.0,1088.0,6138.0,5620.0,518.0,119048.0,3037.0,2937.0,100.0,1615.0,516.0,584.0,161.0,61.0,318.0,2670.0,3221.0,629.0,119048.0,705.0,657.0,262.0,23.0,2.88,6037300701.0,8.8,8.9,7.5,8.3,25.5,4.8,19.0,13408620.148170734,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1309.1540748463267,1.904950614108919e-05,1.2805396396394791e-07,0.076643676783891,0.599285207770093,0.4395539272370412,0.0051746686236257625,0.0,0.057897707430378816,0.0,0.0,0.007908455821012957,0.0887504486580343,0.39229846282506253,0.17984414348525762,0.025580437346980185,0.20776782700142685,0.17144751137899694,0.03632031562242988,0.032805446368646345,0.044424041957541925,0.06775886839238263,0.028900036086664634,0.01454765330038186,0.2851925858417142,0.31409262192837883,0.4270566143346997,0.011032784046598323,0.004100680796080793,0.05477337920479344,0.09656126922199772,0.027240236716822408,0.12712110467850457,0.10622715966990244,0.599285207770093,0.5487101446184299,0.05057506315166311,11.623282081233958,0.29651827565946115,0.2867547499545069,0.009763525704954269,0.15768094013501144,0.05037979263756403,0.05701899011693293,0.01571927638497637,0.005955750680022104,0.031048011741754575,0.260686136322279,0.31448316295657697,0.06141257668416235,11.623282081233958,0.06883285621992759,0.06414636388154954,0.025580437346980185,0.002245610912139482,0.0002811895403026829,589453.4058275193,0.0008591902620359757,0.0008689537877409299,0.0007322644278715701,0.0008103726335112044,0.0024896990547633386,0.0004686492338378049,0.001855069883941311
1615,06,037,119700,06037119700,1197,Census Tract 1197,G5020,S,1288673.0,21675.0,+34.2207731,-118.4257669,0.0585908560659,0.0001281979575,239.0,5076.0,1298.0,185.0,0.0,1156.0,0.0,0.0,0.0,2437.0,2383.0,1843.0,843.0,1315.0,1099.0,216.0,447.0,255.0,400.0,191.0,141.0,2290.0,2786.0,3490.0,359.0,362.0,764.0,620.0,331.0,918.0,136.0,5076.0,4706.0,370.0,79986.0,2747.0,2626.0,121.0,818.0,490.0,703.0,267.0,348.0,266.0,1081.0,3711.0,1320.0,79986.0,348.0,537.0,239.0,66.0,3.83,6037119700.0,10.7,10.6,9.9,8.0,25.2,4.8,20.8,1310343.6426973364,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,2553.237301148412,0.00011416574579301208,2.497969207117703e-07,0.4656974667487436,9.890712724755744,2.5291854051877376,0.3604771186130442,0.0,2.2524948600901573,0.0,0.0,0.0,4.7485553408648045,4.6433349927291045,3.591131511372111,1.6426065458961963,2.562310329600828,2.14142893705803,0.4208813925427976,0.8709906595677339,0.49687386619635826,0.7794099861903659,0.3721682684058997,0.27474202013210397,4.462122170939845,5.428590553815899,6.800352129510943,0.6995204626058534,0.7053660375022811,1.488673073623599,1.2080854785950672,0.6449617635725278,1.78874591830689,0.26499939530472444,9.890712724755744,9.169758487529656,0.7209542372260884,155.8547178885565,5.352598080162338,5.116826559339752,0.23577152082258568,1.5938934217592984,0.9547772330831983,1.369813050729568,0.5202561657820692,0.6780866879856183,0.5183076408165933,2.1063554876794637,7.23097614688112,2.5720529544282074,155.8547178885565,0.6780866879856183,1.0463579064605661,0.4656974667487436,0.1286026477214104,0.007462850617772754,11763478.455016466,0.020849217130592287,0.020654364634044697,0.019290397158211556,0.015588199723807318,0.04910282912999305,0.009352919834284391,0.040529319281899026
1623,06,037,102103,06037102103,1021.03,Census Tract 1021.03,G5020,S,1186484.0,0.0,+34.2250792,-118.3541880,0.0516398105317,0.000116084818999,1696.0,1771.0,1154.0,0.0,0.0,113.0,0.0,7.0,27.0,470.0,964.0,530.0,234.0,696.0,457.0,239.0,193.0,104.0,138.0,84.0,81.0,811.0,960.0,1370.0,44.0,51.0,348.0,293.0,96.0,398.0,140.0,1771.0,1599.0,172.0,76333.0,901.0,818.0,83.0,398.0,123.0,192.0,73.0,32.0,168.0,707.0,942.0,230.0,76333.0,243.0,233.0,37.0,0.0,2.54,6037102103.0,10.1,10.4,8.2,8.5,25.5,4.8,20.9,1186480.7756121906,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1186480.7756121906,0.0516398105317,0.000116084818999,1696.0,1771.0,1154.0,0.0,0.0,113.0,0.0,7.0,27.0,470.0,964.0,530.0,234.0,696.0,457.0,239.0,193.0,104.0,138.0,84.0,81.0,811.0,960.0,1370.0,44.0,51.0,348.0,293.0,96.0,398.0,140.0,1771.0,1599.0,172.0,76333.0,901.0,818.0,83.0,398.0,123.0,192.0,73.0,32.0,168.0,707.0,942.0,230.0,76333.0,243.0,233.0,37.0,0.0,2.54,6037102103.0,10.1,10.4,8.2,8.5,25.5,4.8,20.9
1653,06,037,104810,06037104810,1048.10,Census Tract 1048.10,G5020,S,1123361.0,0.0,+34.2502996,-118.4111792,0.0432054512466,0.000109941732001,1053.0,5789.0,172.0,9.0,25.0,62.0,0.0,0.0,0.0,5521.0,3025.0,925.0,1610.0,1076.0,779.0,297.0,309.0,327.0,336.0,156.0,67.0,3000.0,2789.0,3770.0,1367.0,556.0,1018.0,498.0,129.0,140.0,62.0,5789.0,4750.0,1039.0,74145.0,3092.0,2951.0,141.0,389.0,742.0,761.0,576.0,483.0,548.0,753.0,4714.0,2447.0,74145.0,127.0,362.0,255.0,219.0,5.38,6037104810.0,14.1,14.8,11.2,9.0,23.9,4.7,28.3,1123363.1136708914,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,332.9530540671258,1.2805642957151811e-05,3.258557717775181e-08,0.3120981645792205,1.7157989313856672,0.05097899744313954,0.002667505680164278,0.007409738000456328,0.018376150241131692,0.0,0.0,0.0,1.6363665400207754,0.8965782980552156,0.2741603060168841,0.4771871272293875,0.31891512353964035,0.23088743609421916,0.08802768744542118,0.09158436168564021,0.09691937304596876,0.09958687872613305,0.04623676512284748,0.019858097841222958,0.8891685600547593,0.8266303713309079,1.1173884904688143,0.40516447386495197,0.16479257313014872,0.3017245313785817,0.14760198096909005,0.03823424808235465,0.04149453280255543,0.018376150241131692,1.7157989313856672,1.4078502200867022,0.30794871129896495,21.975800961753375,0.9164363958964385,0.8746454735738649,0.04179092232257369,0.11529552328710045,0.2199210238535438,0.22555242473389062,0.17072036353051379,0.14315613816881625,0.1624214569700027,0.2231813085737446,1.3971801973660452,0.7252651554846653,21.975800961753375,0.037641469042318146,0.10729300624660762,0.07557932760465454,0.06490930488399743,0.0015945756176982016,1789334.596935787,0.004179092232257368,0.0043865648962701466,0.0033195626242044345,0.002667505680164278,0.007083709528436248,0.0013930307440857897,0.008387823416516563
1763,06,037,102104,06037102104,1021.04,Census Tract 1021.04,G5020,S,1658544.0,0.0,+34.2161873,-118.3453981,0.0835849278023,0.000162254484001,1697.0,3554.0,2374.0,112.0,0.0,432.0,8.0,0.0,53.0,575.0,1756.0,1352.0,432.0,1270.0,895.0,375.0,348.0,316.0,296.0,280.0,82.0,1649.0,1905.0,2664.0,152.0,66.0,636.0,534.0,279.0,595.0,402.0,3554.0,3356.0,198.0,70754.0,1798.0,1611.0,187.0,797.0,241.0,352.0,117.0,104.0,358.0,1207.0,2160.0,827.0,70754.0,505.0,412.0,59.0,0.0,2.62,6037102104.0,10.1,11.1,7.8,8.8,24.5,4.7,20.6,1658544.0443155912,SUN VALLEY,905,1724,15,29,2020-07-27,1543,2940,29,55,SUN VALLEY,1657556.848912515,0.08353517654198483,0.0001621579071984223,1695.9899149167836,3551.88459494063,2372.5869522760427,111.93333557494388,0.0,431.7428657890693,7.995238255353135,0.0,52.968453441714516,574.6577496035065,1754.954797050013,1351.1952651546799,431.7428657890693,1269.24407303731,894.467279817632,374.7767932196782,347.79286410786136,315.81191108644884,295.823815448066,279.8333389373597,81.95119211736963,1648.018485384665,1903.8661095559653,2662.414339032594,151.90952685170956,65.96071560666336,635.6214413005742,533.6821535448217,278.83393415544055,594.6458452418894,401.760722331495,3551.88459494063,3354.00244812064,197.88214681999008,70711.88593990696,1796.929797890617,1610.0411036717376,186.88869421887952,796.525611189556,240.8565524425132,351.7904832355379,116.9303594845396,103.93809731959075,357.78691192705276,1206.2815717764042,2158.7143289453466,826.5077546471304,70711.88593990696,504.6994148691666,411.75477015068645,58.964882133229366,0.0,2.6184405286281516,6033508711.671712,10.093988297383332,11.093393079302475,7.795357298969306,8.794762080888448,24.485417157018976,4.697202475019967,20.587738507534322
43,06,037,103101,06037103101,1031.01,Census Tract 1031.01,G5020,S,2029806.0,0.0,+34.2732407,-118.3078874,0.0790350867841,0.0001987070595,1048.0,2597.0,1762.0,13.0,12.0,124.0,0.0,0.0,49.0,637.0,1731.0,597.0,193.0,916.0,781.0,135.0,297.0,288.0,260.0,117.0,23.0,1369.0,1228.0,1936.0,114.0,177.0,396.0,444.0,181.0,405.0,219.0,2597.0,2494.0,103.0,89211.0,1389.0,1298.0,91.0,594.0,139.0,370.0,94.0,101.0,246.0,1337.0,1038.0,432.0,89211.0,302.0,323.0,47.0,22.0,2.82,6037103101.0,11.5,11.8,8.6,9.0,26.2,5.1,22.7,2029805.9402986765,SUNLAND,315,1544,24,118,2020-07-27,431,2112,29,142,SUNLAND,1844293.364270181,0.07181173490850314,0.00018054637834765875,952.2188340185586,2359.6491526204168,1600.9633449815842,11.811874849466852,10.903269091815556,112.66711394876074,0.0,0.0,44.521682124913525,578.7818676238758,1572.796566494394,542.4376373178239,175.3609112267002,832.2828740085874,709.6210967256625,122.66177728292502,269.855910022435,261.67845820357337,236.23749698933705,106.30687364520168,20.897932425979818,1243.8812822246248,1115.767870395792,1759.0607468129097,103.58105637224779,160.82321910427945,359.80788002991335,403.4209563971756,164.45764213488465,367.98533184877505,198.9846609256339,2359.6491526204168,2266.062759582333,93.58639303808353,81057.6282458298,1262.0533973776508,1179.3702734313827,82.68312394626797,539.71182004487,126.29620031353019,336.18413033097966,85.40894121922186,91.76918152278093,223.5170163822189,1214.8058979797831,943.1327764420456,392.51768730536,81057.6282458298,274.3989388106915,293.4796597213687,42.70447060961093,19.98932666832852,2.5622682365766556,5485346637.103096,10.448966212989909,10.721547940285298,7.814009515801148,8.177451818861668,23.805470850463966,4.633889364021611,20.625350698684425
