,COMMUNITY,cases,case_rate,deaths,death_rate,Date,Cases_1,Case_Rat_1,Deaths_1,Death_Ra_1,COVID19__2,TOTAL_POP,NH_WHITE,NH_BLACK,NH_NATIVE,NH_ASIAN,NH_HAWAIIAN,NH_OTHER_RACE,NH_TWO_OR_MORE,NH_HISPANIC_LATINO,US_BORN,NATURALIZED,NON_CITIZEN,TOTAL_HOUSING,OWNER_OCCUPIED,RENTER_OCCUPIED,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85+,MALE,FEMALE,ED_POP_25+,LESS_THAN_9TH,LESS_THAN_HS,HS_OR_GED,SOME_COLLEGE,ASSOCIATES,BACHELORS,GRAD_OR_PROFESSIONAL,HEALTH_COVERAGE_POP,INSURED,UNINSURED,LABOR_FORCE_POP_16+,EMPLOYED,UNEMPLOYED,BUSINESS,SERVICE,SALES_OFFICE,CONSTRUCTION_MAINTENANCE,PRODUCTION_TRANSPORTATION,LANGUAGE_POP_5+,ENGLISH_ONLY,OTHER_LANGUAGE,OTHER_LANGUAGE_POOR_ENGLISH,2_ppl_fam,3_to_4_ppl_fam,5_to_6_ppl_fam,GT_7_ppl_fam,PHLTH,MHLTH,DIABETES,CASTHMA,BPHIGH,CHD,OBESITY,MEDIAN_INCOME,avg_ppl_per_household
26,VALLEY VILLAGE,383,1549,22,89,2020-07-27,493,1994,25,101,VALLEY VILLAGE,23246.823726096132,14313.656984349507,1226.754486730541,26.113773153383264,1520.0283061663952,15.196572091258172,72.26845290484505,922.658783719554,5150.146366980652,16976.48569133435,4497.583548420405,1454.0270388800038,10557.104402420671,3151.9472574116708,7405.157145009002,1292.1469736379636,1566.484008448406,1993.8205205867046,822.8991201906105,654.7235048405684,10763.136183753806,12483.687542342332,17807.368426027315,722.374009574966,890.3647100106414,2254.778997915061,4153.0080888105,1403.9451789816364,6141.695986793767,2241.2014539407437,23042.157885292603,20925.6646874432,2116.493197849406,14157.654688093724,12672.532454392978,1485.1222337007443,6539.005009792769,1838.1000417157788,2974.093144474922,488.7315758123568,832.6026825971524,1798.4073056734942,13458.535603880362,8326.436135982696,2662.1279168649708,2314.7300561844495,1959.1889188055388,400.6357936549174,10.522491370932848,4.388641563916767,4.949088079852731,3.177152965048963,3.9032705054555428,10.366424980107578,1.9571591707789127,9.785551520417087,27561.132329751967,0.9386687457015154
27,TOLUCA TERRACE,17,1302,1,77,2020-07-27,23,1761,1,77,TOLUCA TERRACE,991.8830003877562,406.8162458157011,87.82343584001134,0.0,38.667537804356165,0.0,0.0,21.935740577534602,436.640040350153,643.5695006249409,192.73755029327032,135.46980992675455,421.1580857857897,96.88733405617931,324.27075172961037,56.20812253181322,83.40959987923289,57.992444139297966,23.572717729102557,7.08767476510316,541.6981452276799,450.18485516007627,703.2983317227122,73.19841313222788,46.987795970709534,145.51066309926466,123.12718252630891,56.51333941185786,225.98098980064975,31.97994778169356,982.9638146354523,896.2486300890516,86.71518454640055,595.7407976866002,555.1619741750673,40.5788235115331,244.16242750966794,164.61252632955848,87.59657283044994,33.50791890467415,25.282528600716702,89.59026524965579,476.8226454835575,457.3144320910907,198.32119803019933,109.8976466913768,81.75226560113961,12.539327354866705,0.0,1.126912756588315,1.386702316999475,0.7729482722892622,0.9602080597791742,2.2366244541447005,0.3971709354411221,2.5877380115422377,5557.586306608352,0.24348325933047668
28,LOS FELIZ,133,616,2,9,2020-07-27,198,916,2,9,LOS FELIZ,20807.77203812746,14815.396933696187,537.3060236884614,2.674549877612033,2205.837255940174,11.948343410565933,62.56898855500854,734.5446788499635,2437.495264109489,14723.89444154238,3667.4126771840133,1789.6952645303786,10776.117108363509,3315.8793480730383,7460.23776029047,974.488473410817,1040.4427212747942,1893.1154828845908,883.4542024806807,432.4511014745617,10208.656995083114,10599.115043044349,17304.646521562747,415.1729516313336,328.9699179442179,1349.652493577085,2634.155476045411,912.4716460364913,7262.649115743635,4401.574920584574,20805.15021129958,19515.339047711903,1289.8111635876753,14022.26268477034,13076.33092495998,945.9317598103582,9154.495512668072,1269.107379656757,2039.7589461041885,196.09105644998138,416.87803008098115,1762.9445261306673,13141.754542180555,6640.267083093262,2275.982065125,2129.762385781917,1532.4033614645286,240.01305421182292,13.283644932143348,2.2291090336533514,2.5927997497169692,1.77229289265139,2.2214780340279825,6.023595170024468,1.0730992873763738,5.34343324731102,26046.51862331591,0.5412130755334282
29,TOLUCA WOODS,11,592,0,0,2020-07-27,18,969,0,0,TOLUCA WOODS,1383.9504694174645,862.703924096977,40.61111496507901,9.474559885220998e-05,88.85879330148893,0.002581863270460867,0.011033929614550003,40.45418505410398,351.30874146133186,1062.3060925690127,160.394753021332,133.60010684272024,588.3328099281941,299.7223153914283,288.6104945367658,82.32856810875546,124.96343935675581,107.11553785153026,86.98047411497942,34.823327088339546,750.3173617614012,633.6331076560635,1066.8665843896288,18.413560209200355,18.94058217969822,197.0308017319124,206.89757945504323,62.82410066032973,437.3375873687442,125.42237278470067,1383.7937420781152,1294.8066647955782,88.98707728253702,746.1505329896481,684.791525491385,61.35900749826314,408.3200110839377,100.60343743645626,118.67464655402192,21.102658383387425,36.09077203358167,129.04317001562552,953.6016435280451,362.36096887946314,141.08389477188763,105.08441051153842,168.54567362535622,26.119920844147938,0.0022067859229100003,0.8137779282828208,0.8399874247089846,0.6403895060403625,0.7069101236619986,2.1324773115334663,0.40980466090939344,1.7845777535593577,6667.862281210902,0.19302953926677582
30,STUDIO CITY,181,807,9,40,2020-07-27,236,1052,11,49,STUDIO CITY,24757.97412668352,18314.3984460245,1051.9856359549337,40.228973190280925,1811.777692518482,23.090503507402307,40.41270573809793,849.0844757745245,2626.9956939752983,19784.738785606212,3148.2740104984855,1448.4430874081233,11325.420611241632,5708.54588067401,5616.8747305676225,1585.752530929246,1767.5577655545742,2069.0844552965714,1092.6004468991107,472.3147263324076,12399.859742129987,12358.114384553533,19181.152560746406,237.79755819630392,316.72240873158444,1720.9176456005262,3477.556632055132,1080.7533276823037,7919.080392418946,4428.324596061614,24454.164824304018,23163.976256115817,1290.1885681882056,15622.747970971397,14298.794498927602,1323.9534720437962,9786.6777709558,1010.26661474416,2784.619056696755,218.6584685852235,498.5725879456643,1912.7145981876506,18463.871985647333,5159.454189632176,1269.2858196210473,3074.3276577760753,2242.0822452412613,332.64864498606005,19.769337666913486,2.7336855019746937,3.140084204237759,2.04608838316899,2.798148252111338,7.478767718532221,1.3075665988210607,6.726190312218151,38779.24918997264,0.7263005740272572
31,TOLUCA LAKE,72,827,0,0,2020-07-27,99,1137,0,0,TOLUCA LAKE,8063.880208591325,5194.309274480193,372.2038032398959,0.0,611.1165691186634,6.494060849773028,0.04615477604418228,278.5298234615181,1601.1805226652366,6388.645588032469,894.1497449401213,710.8724548553463,3991.3163556671147,1453.3589257296783,2537.9574299374367,547.2727787420954,471.0050911026383,701.2394246797954,203.35766515573204,158.08686326526373,4107.254724735882,3956.6254838554423,6757.868390456729,81.53805316231575,455.6368017903662,660.1227925733656,1372.5106143440275,531.3241152159017,2566.8590924998566,1089.8769208708954,8063.870148406463,7400.017131009588,663.8530173968749,5667.9427714961785,5172.574433993438,495.3683375027416,2806.6045034029225,731.7809361253139,1175.8685799911475,204.1611230092756,254.15929146477856,756.8394937916452,5544.075913284981,2103.0811859494092,644.2695834532058,802.1704939812006,679.7234901352011,43.213317358619406,0.0,3.743701816153936,4.376498071984331,2.7088769737607943,3.6890733752237734,9.537097308565473,1.6614647152095743,9.026080529655557,36274.207011392784,0.8837419000938336
32,ATWATER VILLAGE,150,1023,4,27,2020-07-27,232,1582,7,48,ATWATER VILLAGE,13978.453030566621,4039.1705906741263,141.4350035528923,190.2863755919777,2572.6702681280344,19.62801332326035,54.41251254177622,481.10393941140836,6479.746327343146,8283.184131864604,3629.67945876062,1875.2554367202652,5169.935609031279,2093.9774298923335,3075.958179138944,831.5295212219631,845.4769631539457,1282.0963105973503,612.3519528288258,256.8079432642296,6854.754915810529,7123.698114756093,10791.668749229111,1220.1471642010886,716.3018271820191,1816.9888950827562,1910.2608194817665,931.8562841165389,2822.7434346007035,1373.370324564239,13936.084619488991,12648.563151248161,1287.5214682408302,8139.178666255111,7567.7062291589145,571.4724370961981,3857.2925416574603,1447.4308579993012,1340.5858611865551,239.01511196613512,683.3818563494605,1282.0619292018744,5321.331821619714,7819.7322549359415,3054.4289736002006,1278.1356794162168,1497.886147003776,273.53440875784867,68.86500350735326,4.433041540951188,4.495530186666267,4.101711553843017,3.2874086083856073,10.191963737894932,1.8945572541359157,8.975508676091811,30420.630323731788,1.1177670559356796
33,HOLLYWOOD HILLS,211,717,6,20,2020-07-27,278,944,7,24,HOLLYWOOD HILLS,25674.260376288457,18554.90741067863,1239.3219357473397,14.097237223440926,1808.8620009989233,52.817179055958135,140.41914573971223,1115.338401767664,2748.4970650767914,19375.668592792914,3250.668748722115,2583.333230878816,13688.690945081953,6382.44091208874,7306.250032993214,2053.2091288940082,1417.9182750160362,2356.906045262814,851.0988513674902,285.1506247658767,13545.703717440438,12128.556658848027,21520.13718654024,160.34135946912727,466.1316660097073,2043.1273494839438,3644.30578076992,1019.5334663353163,8905.610697945782,5281.086866526443,25649.35966061849,23861.178683021044,1788.180977597453,17777.24366367322,16171.523270899213,1605.720392774011,11087.609023158608,1920.0055704643094,2569.069021243195,222.3257684806586,372.5138875524413,2482.9097296958807,18378.261643209888,6401.799647526027,1770.217824890189,3059.81522325175,1697.5098141335232,202.9266058079048,8.139367004129285,2.874095151023317,3.4605940333278924,2.1129623674506868,2.9633527665235015,7.710151970238837,1.3388033533251094,7.425568903451541,34838.59782729448,0.686474023557113
34,EAGLE ROCK,454,1147,18,45,2020-07-27,632,1596,24,61,EAGLE ROCK,39745.33604798712,11567.54637793069,573.0614168780039,46.82376403807326,9527.548394422905,133.32694599198717,142.23290923339343,830.145944785043,16924.650294707015,26013.242423098975,8575.770943338088,4465.621017971784,12767.561714924146,7165.863251304985,5601.698463619161,2790.9443864336813,2534.477209650268,3461.8051337367756,1836.9793858593337,999.7872822217527,19609.90553159979,20135.43051638732,28153.850457990135,1879.9601883276655,1761.4841004650298,4622.559989904814,5647.447787044453,2080.7610037263476,8275.768965475598,3885.868423046227,39406.012755537246,36588.38231416674,2817.630441370507,21894.75394978675,20330.80014721559,1563.953802571162,9876.236126007174,3861.085932695109,3911.052194784401,1112.9735342769322,1569.452359451973,3387.959616008999,17993.3608562616,19599.53531516894,6436.623338287903,3423.9555716182713,3771.1885912482126,1124.0124931415287,240.40469372181408,4.445662738838042,4.658066534695044,4.114622314087458,3.4840813534410606,10.425218923852654,1.9012774042349068,9.150326013085888,34582.41252763848,1.3026403881555375
35,GLASSELL PARK,458,1449,9,28,2020-07-27,672,2126,13,41,GLASSELL PARK,31311.92371459938,6336.507790380493,472.0657460368,0.8830086583900462,6138.968653408479,1.831947042666015,86.34954000479283,830.669379655252,17444.64764941251,18392.479445102395,7278.773305232244,5186.296125695637,10193.134331385396,4759.816949856906,5433.31738152849,2028.9445939189138,1638.129128844736,2407.859832876283,1264.9813726526804,558.2622602578251,15426.767089248997,15885.156625350388,22194.33590278202,2809.7374427625787,2007.1859691876878,3873.694961625296,3953.10825871858,1558.6381706622674,5683.115879143649,2308.8552206819622,31310.801955931453,27548.761249177456,3762.040706754,17689.01686502061,16351.716012631496,1337.3008523891172,6066.655196381993,3473.531473209423,3424.242501714915,1109.825614019355,2277.4612273058096,2461.1352713022525,10021.127878546447,19175.7135982031,7737.281438519765,2446.121822746447,3327.1975664464053,881.8483407099525,188.17476144758976,5.392230234730802,5.396983612198381,4.861127754114113,3.66237645163408,11.2955314623207,2.1425036591515076,10.565449853147207,31031.65621945158,1.4150906471757556
36,BEVERLY CREST,77,615,2,16,2020-07-27,115,918,2,16,BEVERLY CREST,11760.845804254106,10071.287057963962,141.35495081227546,0.15845403632314364,831.5109627201875,0.024352224347257034,0.0199245471932103,171.4649611211269,545.0251408286886,8655.569071567996,2194.9640402078076,689.2801980372894,4646.638091393311,4065.096784561878,581.5413068314326,936.3336042911092,748.432352265148,1514.327815051925,885.3783557491868,452.30114845392126,5772.398603631647,5988.447200622459,8849.517736030579,129.2171400861787,134.90895969892912,625.0769633828132,1184.1857198574774,191.87553890242367,3156.793141685167,3427.460272417591,11753.398400501868,11236.883787333178,516.5146131686915,5995.405729928811,5743.1239149030625,252.2818150257483,4252.075097393017,384.8428931944316,970.3656170356617,47.93843527062613,87.90187200932495,969.0101098527657,7958.195450532105,3096.175827426744,764.4793379869685,1640.272122522591,1421.383026196929,171.00529228839835,20.69037979272459,2.391593574830345,2.288133380704241,2.0530571730424807,2.2494125480932645,7.489735612832569,1.4530818512102428,5.366700142531908,45437.23996298586,0.5956466764399297
37,PACIFIC PALISADES,96,451,3,14,2020-07-27,121,568,4,19,PACIFIC PALISADES,20219.144893162997,16855.259818193164,60.951363223747734,9.086530986104417,1072.4463839027349,3.736410173713387,45.003732573634394,966.0140851530347,1206.6465689568624,17277.53802657858,1816.6602801350737,865.7965951017172,7993.294972292263,6362.800018042227,1630.4949542500356,1536.3483177242679,1400.136013044717,2513.333762772361,1389.2928943311936,774.5320641708764,9679.136323546796,10540.0085696162,14332.807796016315,112.89975364071508,134.27234818191207,535.8976269911917,1672.413336236334,779.4977521277913,5144.312309352226,5953.514669486144,20215.149272067763,19951.544541262483,263.60473080527527,9131.652051619169,8749.497626571323,382.1544250478424,6597.845393306405,503.9509028694493,1419.5775820389147,90.84331329309948,137.28043506345765,1531.6449705662924,15812.366256011726,3048.9076776666966,427.25666296118516,2569.4286725191996,2522.149676970244,435.1372486530441,0.7314198336485347,3.026883698134382,2.836211628550434,2.6124237286090013,2.9168566376273124,9.69968144968313,1.8249333196816961,6.7928901365260606,64475.75534510282,0.8578014029849688
38,BRENTWOOD,202,653,3,10,2020-07-27,280,905,3,10,BRENTWOOD,30444.363601230605,24284.42277814339,445.0459174169193,50.03570086420674,2318.6619325100905,0.02310002025102955,55.504022646346925,1310.5648073436173,1980.1053422857817,23808.320955969353,4251.342377145903,1925.5741504666014,14039.47981421438,6431.451091923217,7608.028722291167,1442.6199275151444,1470.5312699288002,3331.751973181361,1685.5728220359551,942.6162055726064,14051.451725134044,16392.91187609656,23264.690996927347,321.5549815934134,352.0618180964663,1140.3790161742413,2672.7803605026006,901.9745056292655,9298.364538812137,8577.575776119224,30412.546690611234,29609.365200256172,803.1814903550617,18058.16030269478,17035.709488270168,1022.4508144246132,11977.825613166511,1260.8725097615056,3329.8250638430854,265.5151696986784,201.67113180038672,2628.613845407649,22137.33331969263,6909.138400336482,1550.5037152749305,3837.352496188816,2361.386194359407,497.01576608042075,16.41034832890437,3.5769377691861033,3.9786719245610622,2.8798425328796675,3.8328655334463004,10.764538241138277,1.9719013442710835,8.453930334557192,72506.44073351806,1.0532815994524645
39,BEL AIR,57,676,0,0,2020-07-27,79,937,0,0,BEL AIR,7845.889164702114,5888.186098844061,189.7763859144546,0.12708828814029174,819.2985660296606,0.0007561938853782598,30.50664935113346,453.0276845727912,464.96593550798883,5316.18794046213,1921.7901351965418,462.74597647023404,3009.129364336528,2485.3751816007316,523.7541827357956,536.095960324915,454.1915542148421,1182.8522638319985,563.9374708750759,326.1426270300206,3759.259782686859,4086.6293820152546,5814.156413829269,59.87366614966449,121.77064437438727,505.4086828794561,558.7391173812777,133.98314924197135,2338.2791378628044,2096.102015939708,7831.860791611559,7653.909035408008,177.95175620355167,3915.960613379844,3767.397272116353,148.56334126349088,2745.3600086283063,237.71570222850312,678.3783224631562,2.4996453244827674,103.44359347190476,771.5871998889812,4781.344284412035,2733.0050210668423,542.3017548983507,1094.9672306151385,875.6696369287977,173.6600301868294,0.3920383539930346,1.942230127494582,1.814821171245128,1.7226912772650957,1.8495021510301295,6.263096163033512,1.2074281760531627,4.194655661656088,40009.88188878538,0.5280537221207374
40,PALISADES HIGHLANDS,18,468,0,0,2020-07-27,26,676,0,0,PALISADES HIGHLANDS,2700.1405042401193,1992.6282042631224,40.57659763643289,0.026369690717302094,289.3323033300566,1.5235559622988895,8.3595413020149,257.4823587631931,110.2115732922836,2215.614833010652,320.54837963230625,66.98551028272662,1074.9934128427203,967.8105070964963,107.18290574622412,223.25872684893923,303.1912664793344,461.29410573192024,151.88830892787703,43.51921695337684,1275.4032041673877,1424.737300072732,2025.5303445838545,13.902341114745695,20.69158608430667,57.59512781341453,268.2798483506194,55.118858982379926,761.3163911460756,848.6261910923129,2692.616021542172,2686.690864902953,5.925156639218883,1397.4298023497852,1349.617778917661,47.81202343212399,974.340079203759,45.51780167599677,295.1679387458922,19.81702793266479,14.774931359348411,231.14696707480655,2047.7755772597595,436.830090865363,53.41873347667261,402.2703972778289,373.4485356182894,31.413367971580566,0.0,2.2764649295795563,2.1610498528917628,2.0674198914464257,2.2474216048042286,7.489912407405027,1.3446016502284768,5.2842263155141795,40982.45356419858,0.4571938322129178
41,MANDEVILLE CANYON,14,448,0,0,2020-07-27,26,832,0,0,MANDEVILLE CANYON,3168.2660240962637,2667.4447880405937,84.56742456480592,11.909846627562734,191.90573695554696,0.32729247891975377,0.04995636837631696,102.99537398701074,109.06560507344815,2540.798615674131,398.9162253813387,181.16578578893498,1134.0732278849441,1021.3377772239612,112.73545066098278,244.4951735858865,165.87659022022117,441.4664888181071,229.58281511756033,114.18117582927978,1531.4497344740446,1636.8162896222193,2249.652651711566,29.0351723384103,23.534886919254852,90.75066092981342,141.20986092348855,50.74704066528493,770.365388471147,1144.009641464167,3168.2660240962637,3112.3206446194304,55.94537947683378,1368.8901579629517,1341.857820032479,27.032337930472835,1068.6229002931764,59.6506848025018,173.19777491857232,0.4554152938062416,39.931044724422186,280.5570486535564,2277.590352295432,690.0667692344891,32.716261765164745,341.5906187274779,354.75341001318225,100.97010667089575,11.27847137958482,1.5617033470406358,1.374069078621483,1.4514646558043145,1.4604468941111994,5.315262497572595,1.0427455087648496,3.348676289559339,45928.92833756291,0.5043073556762386
42,HIGHLAND PARK,735,1519,15,31,2020-07-27,1056,2182,21,43,HIGHLAND PARK,45589.60814876966,6933.478599718407,1037.5760974781397,185.25809105301659,5220.727372433982,80.59834184981625,208.64723594912567,1051.5549908272756,30871.76741945988,28360.175563114804,8437.95316495368,8172.255689021557,15001.147939179962,5837.033834776962,9164.114104403003,2417.8612319527883,2266.2037643999356,2879.785081554555,1229.072315540139,595.2798044623768,22544.09254497787,23045.515603791777,31477.201543725172,4370.755955586774,3931.855634796184,6565.149743940726,5648.3857730779555,2159.0437505705877,5562.035184460739,3239.9755012922014,45420.98338869362,39984.05592697834,5436.927461715279,25496.191340516612,23534.690046330506,1961.5012941861014,8295.8618790258,4964.35474492008,5257.1956755950305,2100.6492583577674,2916.628488431836,3947.6251235952677,13691.177044873777,28657.46590904982,11400.737771625154,3469.316186472058,4402.330996428095,1447.5242880813973,339.2779106844356,6.8498170477759,7.181041049269545,5.738180658589878,4.664758172648002,13.17852864608092,2.454067224846032,14.159204534755997,28598.087388085212,1.5372373106233221
43,HOLLYWOOD,815,1194,6,9,2020-07-27,1146,1679,14,21,HOLLYWOOD,63503.00159249134,33049.8044918298,4416.856860085987,135.30507815743243,5068.025231127558,12.840142962381769,391.6841719077685,2611.969864195276,17816.515752225136,38877.63400879543,12215.818342973307,11618.551637087083,33153.64335355448,4400.371189255518,28753.272164298967,3503.8412352881724,2925.7577417952684,3745.4620161630924,2030.2988720943702,1159.2728826687778,34514.653182859365,28988.34840963197,51165.61262724515,2977.175327626404,2182.438593856484,8012.906013791127,9022.403296310276,3131.89987711483,18708.504974386564,7130.28454415944,63317.92857391898,55323.36079270097,7994.567781217996,43745.05612163634,40130.424960758726,3614.6311608776164,20605.24586952585,7664.018600247367,7761.063508289238,1738.9424042864287,2361.1545784098316,6214.008153621861,32612.706700771654,28989.34119970607,13876.134529394365,5487.699572854877,3407.9397525556546,788.2983308540803,7.1038921083507525,7.037664277742677,8.372617138386039,5.124161271597848,5.929499409749921,15.289777412829018,2.93954632305798,16.095244973258183,32397.511759687088,1.0443137522347945
44,MT. WASHINGTON,349,1445,11,46,2020-07-27,530,2195,16,66,MT. WASHINGTON,23266.984943191273,4699.71799523307,606.7634042195941,0.31729070016478167,3818.10506703138,3.318391238320613,21.034287988247904,381.44936488565014,13736.279141894844,14668.791895935356,4217.793168979984,4029.530684531399,7337.318178922673,3625.1733159935625,3712.14486292911,1515.1794728762316,1347.6709540671636,1846.0446402311445,806.3706776079816,280.236860774609,11641.749484313295,11625.235458877973,16922.573971278092,2656.3576499045253,2197.2923721101124,3263.6448887126126,2531.7853360633662,727.1999047951988,3433.599752747118,2112.6940669451606,23175.320265968414,20301.771533500392,2873.5487324680194,13391.808267114324,12231.519809119638,1160.2884579946851,4647.379868222584,2281.841564296369,2757.167842595606,1323.6942728098443,1221.4362611952333,2203.1285849836718,8250.447952214601,13653.622033047886,5971.734486305115,1690.7431726264367,2157.109501527442,635.7999963730113,307.2497995142411,5.201119487926191,5.102535764490549,4.534137286202494,3.3921621194538796,10.314867393917103,2.0427363687500324,10.16867122938147,26745.659951470232,1.2659916388103123
45,SILVERLAKE,445,1009,16,36,2020-07-27,606,1375,18,41,SILVERLAKE,43341.924458167574,20979.30824840394,645.9709565494759,40.32722835381156,6075.136755516971,68.7498923540938,11.602263427542884,1726.200942318617,13794.628171243116,31254.726733488373,6466.108652753384,4702.078883698465,18604.593940554274,6456.346798595022,12148.247141959253,2310.9279455726246,2337.850601523996,3131.0666463873695,1447.0899599104755,719.4575358910763,22191.885270730254,21150.039187437316,34771.3742834027,1810.6692893586962,1614.6142232704126,4853.760177754742,5401.54761969711,2144.397216652414,12157.680596255903,6788.705160413419,43012.10181742336,39012.10318992067,3999.9986275026918,28026.887189900328,26253.155453292264,1773.7317366080692,15250.452624905938,4085.440308113223,4944.561818510177,828.840739118432,1143.859962644494,3777.2279580802865,23845.679221486287,17664.886888972393,6199.517310534923,3803.1730018664553,3450.983360625066,810.4544148685536,76.42485175376476,3.7525628555651327,4.268763581549637,3.1354187908412845,3.2586436109728756,8.861706334361255,1.5142844581149801,8.646470594174001,32053.056926575056,0.9340939883494966
46,ELYSIAN VALLEY,169,1662,1,10,2020-07-27,252,2478,3,29,ELYSIAN VALLEY,10785.474788559604,1612.5269962839322,161.18461013967456,20.792422264727755,1643.0973507138517,18.506070958188324,1.4402820658893492,136.87780423272946,7191.04925190061,6481.425603048266,2324.9410667643456,1911.939005867041,3320.452904613285,1426.888041027865,1893.5648635854204,526.8496478728516,624.6621035779584,745.518449718384,503.3497399174224,203.25630929533915,5385.78668754479,5399.6881010148145,7673.6849908811055,1607.8769474007747,761.3051145200683,1663.1555602320893,1196.7157192109169,567.2797746855534,1281.468416439373,595.8834583923294,10785.42801828089,9239.509152322142,1545.9188659587487,5908.082657427051,5553.502376033093,354.58028139395816,1773.570495295977,1328.4882463549466,1076.843260649615,528.521672091552,846.078701641003,924.8948055097729,3031.922046379012,7193.277420952833,3356.5131371573,585.5402218985796,1169.4938426626554,376.9900589971205,103.20468120778374,4.550180533169409,4.447922386597594,4.1801846242206855,2.887689975721655,9.005760026346637,1.7745817031877378,8.586840390049678,20545.221823665146,1.1562342983650966
47,THAI TOWN,102,1040,0,0,2020-07-27,157,1601,0,0,THAI TOWN,9140.782421042346,4367.998807158893,290.66709751685914,0.39584140854651456,1490.4931788145554,24.89921532282035,21.159128429782648,246.27535532446035,2698.8937970664265,4499.368974407269,2520.921406776357,1961.2204370403297,4674.968933916269,142.05113766406203,4532.917796252206,723.4680708860831,489.02921427697726,810.6874961388243,397.94168230799147,123.82714112476435,4492.496016932889,4648.286404109455,7702.248411679658,599.0703511746258,412.23775253003265,1499.9447494270373,1516.3987281120467,530.5060028548796,2347.4458864988374,796.6449410821978,9133.707600227397,7814.386700873988,1319.3208993534106,5925.5882380055655,5442.009180794475,483.5790572110903,2147.994739554795,1460.6721889980847,1152.0913995390242,201.02064448725022,480.2302082153206,771.6132016650585,3012.286846262362,5766.792660380601,3492.4263900911174,995.8272551773334,604.6897246565592,68.49023059133921,19.605438943071245,5.41295799078967,5.7776736005286375,4.064353343791045,3.9005961541646896,11.172414738192462,2.371730786623582,10.670309877096047,16212.118408883285,0.822401553672136
48,LINCOLN HEIGHTS,779,2390,41,126,2020-07-27,1040,3190,47,144,LINCOLN HEIGHTS,30789.677780347414,1982.6120735649458,200.35946536377614,27.79251502728379,6419.141158516567,11.985512896527984,0.4795324193158418,255.35189631127065,21891.95562624773,16635.135413959,6702.285567960322,7107.810774983673,9013.919696147012,2979.949587868439,6033.970108278574,1444.5447470690476,1480.8128170783752,1896.265137713308,1225.2354755878248,956.937953246882,15188.495704519532,15601.18207582788,20693.05435832392,5838.451843240373,2645.455067971282,4250.332163425868,3013.7588576826197,1020.9601435433862,2708.6100792658326,1215.4862031945515,30483.282328574627,26095.63453004651,4387.647798528112,15653.460487795406,14190.994841427202,1462.4656463682068,3690.29537145969,3451.97303061585,2726.9246515190193,1302.9424410484773,3018.8593467841615,2814.822556209524,6109.61084904837,22820.048178346267,10710.589385445393,1888.5474924273983,2685.214774921229,1263.3893241498672,371.5227185156883,6.046830927742292,5.754357549459829,5.393660370841888,3.453417194945228,10.936753039200937,2.345663371454453,10.43681893069068,18843.773840362566,1.3510649459746338
49,EL SERENO,780,1866,27,65,2020-07-27,1178,2818,32,77,EL SERENO,40102.623441551026,2719.268332782467,369.23985551646933,108.36178077880531,4169.963811657423,0.8058985986062395,108.48574543325591,335.4070331506942,32291.090983633294,25388.629853685554,7059.444059637415,7326.899965029196,11589.09172914079,5660.131561321336,5928.960167819452,2388.6263023339297,2036.1603463624115,2866.7782509308768,1744.6820126539355,930.3692797330489,19465.454788512652,20637.16865303837,26429.24862510026,5238.020069538832,3904.3282621897297,5901.812869249127,4988.363233729118,1487.1844630655414,3574.005372819651,1335.5343545082571,40067.16339186424,35285.40811014165,4781.755281722584,20479.571729730207,18704.41329158727,1775.1584381429361,5216.87090196069,4082.686672700251,4595.1710795177,1853.7134863339543,2955.971151074668,3550.013480999143,9503.651976976225,27853.624482954976,11420.8873210154,2955.2357195398436,3688.829080616933,1550.258153703722,486.96896277446046,7.589383868664486,7.3483441656705555,6.792935083886846,4.575725574513403,14.190744419386258,2.9100565877194375,14.597681903375356,23089.420796963375,1.5441968463729139
50,EAST HOLLYWOOD,457,1560,41,140,2020-07-27,592,2021,43,147,EAST HOLLYWOOD,27517.299685260296,6359.728576650596,692.1236486077427,9.961222292945397,5047.866579754981,37.62296719409863,131.17755916284986,480.35567428318643,14758.463457313897,12828.928263218582,6529.072215603698,7902.473030119697,10006.251241822421,816.2176744077335,9190.033567414688,1642.9628393304029,1704.1334841181151,2078.1982282963604,983.35315344938,408.1773771779837,13799.080674072582,13718.219011187715,20316.794781249475,3019.227163957039,2266.6964419694427,4899.078411401901,3582.175194295146,1083.0976589723862,4050.5432758817233,1415.9766347718391,27235.964012245313,21673.681006351864,5562.283005893449,16506.462667544005,15323.55684700676,1182.9058205372464,4625.724597104936,4823.813410252995,2585.9862802951475,1430.5460303648988,1857.48652898878,2770.364625899993,6878.2282923204275,19247.60495012398,10269.528805764896,2241.6540647959396,2180.33014779632,715.4507135339394,135.34638773761725,6.760741382824972,6.886190326078102,5.713210509807513,4.3733467997799105,13.185121083508964,2.6822418281831877,12.718764281659999,21205.618386054823,1.28389531010136
